"obs" "trl" "sub" "itm" "tsk" "vgn" "qty" "rt" "bd"
"3344" 3344 16 "s14" "36:45:54" "Numerical" "Crisp" "Small" 15180 0
"3345" 3345 17 "s14" "6:15:24" "Numerical" "Crisp" "Big" 8350 0
"3346" 3346 18 "s14" "16:25:34" "Numerical" "Vague" "Big" 4446 0
"3347" 3347 19 "s14" "26:35:44" "Numerical" "Crisp" "Small" 12191 0
"3348" 3348 20 "s14" "36:45:54" "Verbal" "Crisp" "Big" 1829 0
"3349" 3349 21 "s14" "6:15:24" "Verbal" "Crisp" "Big" 1211 0
"3350" 3350 22 "s14" "16:25:34" "Verbal" "Vague" "Big" 2642 0
"3351" 3351 23 "s14" "26:35:44" "Verbal" "Vague" "Small" 3246 0
"3352" 3352 24 "s14" "36:45:54" "Numerical" "Vague" "Small" 4298 0
"3353" 3353 25 "s14" "6:15:24" "Numerical" "Vague" "Small" 15740 0
"3354" 3354 26 "s14" "16:25:34" "Numerical" "Vague" "Small" 10335 0
"3355" 3355 27 "s14" "26:35:44" "Numerical" "Vague" "Small" 4001 1
"3356" 3356 28 "s14" "36:45:54" "Numerical" "Crisp" "Small" 2615 1
"3357" 3357 29 "s14" "6:15:24" "Numerical" "Vague" "Small" 4635 0
"3358" 3358 30 "s14" "16:25:34" "Verbal" "Crisp" "Big" 2031 0
"3359" 3359 31 "s14" "26:35:44" "Numerical" "Crisp" "Big" 20159 0
"3360" 3360 32 "s14" "36:45:54" "Verbal" "Crisp" "Big" 1639 0
"3361" 3361 33 "s14" "6:15:24" "Numerical" "Crisp" "Big" 1637 0
"3362" 3362 34 "s14" "16:25:34" "Numerical" "Vague" "Small" 2125 0
"3363" 3363 35 "s14" "26:35:44" "Verbal" "Crisp" "Small" 2442 0
"3364" 3364 36 "s14" "36:45:54" "Verbal" "Vague" "Big" 4427 0
"3365" 3365 37 "s14" "6:15:24" "Verbal" "Crisp" "Small" 1649 0
"3366" 3366 38 "s14" "16:25:34" "Verbal" "Crisp" "Small" 2472 0
"3367" 3367 39 "s14" "26:35:44" "Verbal" "Crisp" "Big" 1346 0
"3368" 3368 40 "s14" "36:45:54" "Numerical" "Vague" "Small" 5241 1
"3369" 3369 41 "s14" "6:15:24" "Numerical" "Crisp" "Small" 1898 0
"3370" 3370 42 "s14" "16:25:34" "Numerical" "Crisp" "Big" 3566 0
"3371" 3371 43 "s14" "26:35:44" "Numerical" "Crisp" "Small" 5696 0
"3372" 3372 44 "s14" "36:45:54" "Verbal" "Crisp" "Small" 5123 0
"3373" 3373 45 "s14" "6:15:24" "Numerical" "Vague" "Big" 2408 1
"3374" 3374 46 "s14" "16:25:34" "Verbal" "Crisp" "Small" 2697 0
"3375" 3375 47 "s14" "26:35:44" "Verbal" "Vague" "Small" 2109 0
"3376" 3376 48 "s14" "36:45:54" "Verbal" "Vague" "Big" 2072 0
"3377" 3377 49 "s14" "6:15:24" "Numerical" "Vague" "Big" 2646 0
"3378" 3378 50 "s14" "16:25:34" "Numerical" "Vague" "Big" 7462 0
"3379" 3379 51 "s14" "26:35:44" "Verbal" "Vague" "Big" 1882 0
"3380" 3380 52 "s14" "36:45:54" "Verbal" "Vague" "Small" 1622 0
"3381" 3381 53 "s14" "6:15:24" "Verbal" "Vague" "Small" 1456 0
"3382" 3382 54 "s14" "16:25:34" "Numerical" "Crisp" "Big" 2647 0
"3383" 3383 55 "s14" "26:35:44" "Numerical" "Vague" "Big" 3844 0
"3384" 3384 56 "s14" "36:45:54" "Numerical" "Crisp" "Big" 2870 0
"3385" 3385 57 "s14" "6:15:24" "Verbal" "Vague" "Big" 1137 0
"3386" 3386 58 "s14" "16:25:34" "Numerical" "Crisp" "Small" 9256 0
"3387" 3387 59 "s14" "26:35:44" "Numerical" "Crisp" "Big" 2531 0
"3388" 3388 60 "s14" "36:45:54" "Numerical" "Crisp" "Big" 8569 1
"3389" 3389 61 "s14" "6:15:24" "Verbal" "Vague" "Small" 1484 0
"3390" 3390 62 "s14" "16:25:34" "Numerical" "Crisp" "Small" 8785 0
"3391" 3391 63 "s14" "26:35:44" "Verbal" "Crisp" "Small" 1784 0
"3392" 3392 64 "s14" "36:45:54" "Numerical" "Vague" "Big" 25027 1
"3393" 3393 65 "s14" "6:15:24" "Verbal" "Vague" "Small" 1188 0
"3394" 3394 66 "s14" "16:25:34" "Numerical" "Vague" "Big" 4660 0
"3395" 3395 67 "s14" "26:35:44" "Verbal" "Vague" "Small" 1722 0
"3396" 3396 68 "s14" "36:45:54" "Numerical" "Crisp" "Small" 16308 0
"3397" 3397 69 "s14" "6:15:24" "Verbal" "Crisp" "Big" 1785 0
"3398" 3398 70 "s14" "16:25:34" "Numerical" "Crisp" "Small" 6779 0
"3399" 3399 71 "s14" "26:35:44" "Verbal" "Crisp" "Small" 1285 0
"3400" 3400 72 "s14" "36:45:54" "Numerical" "Crisp" "Small" 5865 1
"3401" 3401 73 "s14" "6:15:24" "Verbal" "Crisp" "Small" 1534 0
"3402" 3402 74 "s14" "16:25:34" "Verbal" "Crisp" "Big" 1687 0
"3403" 3403 75 "s14" "26:35:44" "Verbal" "Crisp" "Big" 2102 0
"3404" 3404 76 "s14" "36:45:54" "Verbal" "Crisp" "Big" 2213 0
"3405" 3405 77 "s14" "6:15:24" "Numerical" "Crisp" "Big" 2990 0
"3406" 3406 78 "s14" "16:25:34" "Numerical" "Vague" "Small" 2361 0
"3407" 3407 79 "s14" "26:35:44" "Numerical" "Vague" "Big" 28157 0
"3408" 3408 80 "s14" "36:45:54" "Verbal" "Vague" "Small" 2139 0
"3409" 3409 81 "s14" "6:15:24" "Numerical" "Crisp" "Small" 1199 0
"3410" 3410 82 "s14" "16:25:34" "Numerical" "Vague" "Small" 1642 0
"3411" 3411 83 "s14" "26:35:44" "Numerical" "Crisp" "Small" 3021 0
"3412" 3412 84 "s14" "36:45:54" "Verbal" "Crisp" "Small" 2313 0
"3413" 3413 85 "s14" "6:15:24" "Verbal" "Crisp" "Big" 2252 0
"3414" 3414 86 "s14" "16:25:34" "Numerical" "Crisp" "Big" 2055 1
"3415" 3415 87 "s14" "26:35:44" "Verbal" "Vague" "Small" 2586 0
"3416" 3416 88 "s14" "36:45:54" "Numerical" "Vague" "Small" 2804 1
"3417" 3417 89 "s14" "6:15:24" "Verbal" "Crisp" "Small" 916 0
"3418" 3418 90 "s14" "16:25:34" "Verbal" "Crisp" "Small" 1525 0
"3419" 3419 91 "s14" "26:35:44" "Verbal" "Crisp" "Small" 1493 0
"3420" 3420 92 "s14" "36:45:54" "Numerical" "Vague" "Big" 2635 0
"3421" 3421 93 "s14" "6:15:24" "Verbal" "Vague" "Small" 1933 0
"3422" 3422 94 "s14" "16:25:34" "Numerical" "Crisp" "Small" 7571 0
"3423" 3423 95 "s14" "26:35:44" "Numerical" "Crisp" "Big" 3573 0
"3424" 3424 96 "s14" "36:45:54" "Numerical" "Vague" "Small" 1391 1
"3425" 3425 97 "s14" "6:15:24" "Numerical" "Crisp" "Big" 7854 0
"3426" 3426 98 "s14" "16:25:34" "Verbal" "Vague" "Big" 1343 0
"3427" 3427 99 "s14" "26:35:44" "Numerical" "Vague" "Small" 17570 1
"3428" 3428 100 "s14" "36:45:54" "Verbal" "Vague" "Small" 1650 0
"3429" 3429 101 "s14" "6:15:24" "Numerical" "Vague" "Small" 4376 0
"3430" 3430 102 "s14" "16:25:34" "Verbal" "Crisp" "Small" 1150 0
"3431" 3431 103 "s14" "26:35:44" "Numerical" "Vague" "Small" 4472 1
"3432" 3432 104 "s14" "36:45:54" "Numerical" "Crisp" "Big" 18071 0
"3433" 3433 105 "s14" "6:15:24" "Verbal" "Vague" "Big" 1140 0
"3434" 3434 106 "s14" "16:25:34" "Verbal" "Vague" "Small" 1108 0
"3435" 3435 107 "s14" "26:35:44" "Verbal" "Crisp" "Big" 2544 0
"3436" 3436 108 "s14" "36:45:54" "Numerical" "Vague" "Big" 1717 0
"3437" 3437 109 "s14" "6:15:24" "Numerical" "Vague" "Small" 3287 0
"3438" 3438 110 "s14" "16:25:34" "Verbal" "Crisp" "Big" 2726 0
"3439" 3439 111 "s14" "26:35:44" "Verbal" "Vague" "Big" 2081 0
"3440" 3440 112 "s14" "36:45:54" "Verbal" "Crisp" "Big" 1992 0
"3441" 3441 113 "s14" "6:15:24" "Numerical" "Crisp" "Small" 2376 0
"3442" 3442 114 "s14" "16:25:34" "Verbal" "Vague" "Small" 2133 0
"3443" 3443 115 "s14" "26:35:44" "Numerical" "Crisp" "Small" 4830 0
"3444" 3444 116 "s14" "36:45:54" "Numerical" "Crisp" "Big" 1565 0
"3445" 3445 117 "s14" "6:15:24" "Verbal" "Vague" "Big" 1970 0
"3446" 3446 118 "s14" "16:25:34" "Numerical" "Crisp" "Big" 11956 0
"3447" 3447 119 "s14" "26:35:44" "Verbal" "Vague" "Big" 1512 0
"3448" 3448 120 "s14" "36:45:54" "Verbal" "Vague" "Big" 2618 0
"3449" 3449 121 "s14" "6:15:24" "Numerical" "Vague" "Big" 1812 1
"3450" 3450 122 "s14" "16:25:34" "Numerical" "Vague" "Big" 2499 1
"3451" 3451 123 "s14" "26:35:44" "Numerical" "Vague" "Big" 13849 0
"3452" 3452 124 "s14" "36:45:54" "Verbal" "Crisp" "Small" 1528 0
"3453" 3453 125 "s14" "6:15:24" "Numerical" "Vague" "Big" 2893 1
"3454" 3454 126 "s14" "16:25:34" "Verbal" "Vague" "Big" 1155 0
"3455" 3455 127 "s14" "26:35:44" "Numerical" "Crisp" "Big" 2877 0
"3456" 3456 128 "s14" "36:45:54" "Verbal" "Vague" "Big" 1519 0
"3457" 3457 129 "s14" "6:15:24" "Numerical" "Crisp" "Big" 4030 0
"3458" 3458 130 "s14" "16:25:34" "Numerical" "Crisp" "Big" 1831 0
"3459" 3459 131 "s14" "26:35:44" "Numerical" "Crisp" "Big" 15385 1
"3460" 3460 132 "s14" "36:45:54" "Numerical" "Vague" "Big" 1522 0
"3461" 3461 133 "s14" "6:15:24" "Verbal" "Crisp" "Big" 1227 0
"3462" 3462 134 "s14" "16:25:34" "Verbal" "Vague" "Big" 1184 0
"3463" 3463 135 "s14" "26:35:44" "Numerical" "Vague" "Big" 3936 0
"3464" 3464 136 "s14" "36:45:54" "Numerical" "Vague" "Small" 3163 1
"3465" 3465 137 "s14" "6:15:24" "Verbal" "Vague" "Big" 1651 0
"3466" 3466 138 "s14" "16:25:34" "Numerical" "Crisp" "Small" 5336 0
"3467" 3467 139 "s14" "26:35:44" "Numerical" "Vague" "Small" 1637 1
"3468" 3468 140 "s14" "36:45:54" "Verbal" "Crisp" "Small" 1276 0
"3469" 3469 141 "s14" "6:15:24" "Numerical" "Vague" "Big" 9183 1
"3470" 3470 142 "s14" "16:25:34" "Verbal" "Crisp" "Big" 1035 0
"3471" 3471 143 "s14" "26:35:44" "Numerical" "Crisp" "Small" 3281 0
"3472" 3472 144 "s14" "36:45:54" "Numerical" "Crisp" "Big" 2026 0
"3473" 3473 145 "s14" "6:15:24" "Numerical" "Vague" "Big" 2146 1
"3474" 3474 146 "s14" "16:25:34" "Verbal" "Crisp" "Small" 2152 0
"3475" 3475 147 "s14" "26:35:44" "Verbal" "Vague" "Big" 1213 0
"3476" 3476 148 "s14" "36:45:54" "Verbal" "Crisp" "Small" 8374 0
"3477" 3477 149 "s14" "6:15:24" "Numerical" "Crisp" "Big" 1694 0
"3478" 3478 150 "s14" "16:25:34" "Numerical" "Vague" "Small" 1847 0
"3479" 3479 151 "s14" "26:35:44" "Verbal" "Crisp" "Small" 1123 0
"3480" 3480 152 "s14" "36:45:54" "Numerical" "Vague" "Small" 3254 1
"3481" 3481 153 "s14" "6:15:24" "Verbal" "Vague" "Big" 1226 0
"3482" 3482 154 "s14" "16:25:34" "Verbal" "Vague" "Small" 2340 0
"3483" 3483 155 "s14" "26:35:44" "Verbal" "Crisp" "Big" 1264 0
"3484" 3484 156 "s14" "36:45:54" "Verbal" "Vague" "Big" 2382 0
"3485" 3485 157 "s14" "6:15:24" "Numerical" "Crisp" "Small" 1378 0
"3486" 3486 158 "s14" "16:25:34" "Verbal" "Vague" "Big" 1350 0
"3487" 3487 159 "s14" "26:35:44" "Verbal" "Vague" "Big" 2171 0
"3488" 3488 160 "s14" "36:45:54" "Numerical" "Crisp" "Small" 1963 1
"3489" 3489 161 "s14" "6:15:24" "Numerical" "Crisp" "Small" 988 0
"3490" 3490 162 "s14" "16:25:34" "Numerical" "Crisp" "Small" 1462 0
"3491" 3491 163 "s14" "26:35:44" "Verbal" "Crisp" "Big" 1501 0
"3492" 3492 164 "s14" "36:45:54" "Verbal" "Vague" "Small" 3547 0
"3493" 3493 165 "s14" "6:15:24" "Numerical" "Vague" "Small" 1797 0
"3494" 3494 166 "s14" "16:25:34" "Numerical" "Vague" "Small" 1454 0
"3495" 3495 167 "s14" "26:35:44" "Verbal" "Vague" "Small" 1100 0
"3496" 3496 168 "s14" "36:45:54" "Numerical" "Crisp" "Small" 1779 1
"3497" 3497 169 "s14" "6:15:24" "Verbal" "Crisp" "Small" 1400 0
"3498" 3498 170 "s14" "16:25:34" "Verbal" "Crisp" "Small" 1376 0
"3499" 3499 171 "s14" "26:35:44" "Numerical" "Crisp" "Big" 1721 0
"3500" 3500 172 "s14" "36:45:54" "Numerical" "Crisp" "Big" 1630 0
"3501" 3501 173 "s14" "6:15:24" "Verbal" "Crisp" "Small" 1518 0
"3502" 3502 174 "s14" "16:25:34" "Numerical" "Crisp" "Big" 3696 1
"3503" 3503 175 "s14" "26:35:44" "Numerical" "Vague" "Big" 1270 0
"3504" 3504 176 "s14" "36:45:54" "Numerical" "Vague" "Big" 2311 0
"3505" 3505 177 "s14" "6:15:24" "Verbal" "Vague" "Small" 1173 0
"3506" 3506 178 "s14" "16:25:34" "Numerical" "Vague" "Big" 2030 0
"3507" 3507 179 "s14" "26:35:44" "Verbal" "Crisp" "Small" 2495 0
"3508" 3508 180 "s14" "36:45:54" "Verbal" "Crisp" "Big" 1007 0
"3509" 3509 181 "s14" "6:15:24" "Verbal" "Vague" "Small" 1102 0
"3510" 3510 182 "s14" "16:25:34" "Numerical" "Vague" "Big" 4184 1
"3511" 3511 183 "s14" "26:35:44" "Numerical" "Vague" "Small" 1964 1
"3512" 3512 184 "s14" "36:45:54" "Verbal" "Vague" "Big" 1527 0
"3513" 3513 185 "s14" "6:15:24" "Verbal" "Crisp" "Big" 1195 0
"3514" 3514 186 "s14" "16:25:34" "Verbal" "Crisp" "Big" 3849 0
"3515" 3515 187 "s14" "26:35:44" "Verbal" "Vague" "Small" 1322 0
"3516" 3516 188 "s14" "36:45:54" "Verbal" "Vague" "Small" 1782 0
"3517" 3517 189 "s14" "6:15:24" "Numerical" "Vague" "Small" 3328 0
"3518" 3518 190 "s14" "16:25:34" "Verbal" "Vague" "Small" 2981 0
"3519" 3519 191 "s14" "26:35:44" "Numerical" "Crisp" "Small" 16770 0
"3520" 3520 192 "s14" "36:45:54" "Verbal" "Crisp" "Big" 1377 0
"3521" 3521 193 "s14" "6:15:24" "Verbal" "Crisp" "Big" 1327 0
"3522" 3522 194 "s14" "16:25:34" "Numerical" "Crisp" "Small" 2795 0
"3523" 3523 195 "s14" "26:35:44" "Verbal" "Vague" "Big" 1205 0
"3524" 3524 196 "s14" "36:45:54" "Verbal" "Vague" "Big" 1719 0
"3525" 3525 197 "s14" "6:15:24" "Verbal" "Crisp" "Small" 951 0
"3526" 3526 198 "s14" "16:25:34" "Verbal" "Crisp" "Big" 1000 0
"3527" 3527 199 "s14" "26:35:44" "Verbal" "Crisp" "Big" 3539 0
"3528" 3528 200 "s14" "36:45:54" "Numerical" "Crisp" "Small" 3618 0
"3529" 3529 201 "s14" "6:15:24" "Verbal" "Vague" "Big" 1168 0
"3530" 3530 202 "s14" "16:25:34" "Numerical" "Vague" "Big" 1261 1
"3531" 3531 203 "s14" "26:35:44" "Numerical" "Vague" "Big" 2055 0
"3532" 3532 204 "s14" "36:45:54" "Numerical" "Crisp" "Small" 1972 0
"3533" 3533 205 "s14" "6:15:24" "Numerical" "Vague" "Big" 1502 1
"3534" 3534 206 "s14" "16:25:34" "Verbal" "Crisp" "Small" 1443 0
"3535" 3535 207 "s14" "26:35:44" "Verbal" "Crisp" "Small" 1495 0
"3536" 3536 208 "s14" "36:45:54" "Numerical" "Vague" "Small" 1812 1
"3537" 3537 209 "s14" "6:15:24" "Numerical" "Crisp" "Small" 1182 0
"3538" 3538 210 "s14" "16:25:34" "Numerical" "Crisp" "Big" 1612 1
"3539" 3539 211 "s14" "26:35:44" "Numerical" "Vague" "Small" 1350 1
"3540" 3540 212 "s14" "36:45:54" "Numerical" "Vague" "Big" 2791 0
"3541" 3541 213 "s14" "6:15:24" "Verbal" "Vague" "Big" 1423 0
"3542" 3542 214 "s14" "16:25:34" "Numerical" "Crisp" "Small" 8630 0
"3543" 3543 215 "s14" "26:35:44" "Verbal" "Crisp" "Small" 2050 0
"3544" 3544 216 "s14" "36:45:54" "Verbal" "Crisp" "Big" 1281 0
"3545" 3545 217 "s14" "6:15:24" "Verbal" "Crisp" "Small" 1078 0
"3546" 3546 218 "s14" "16:25:34" "Numerical" "Vague" "Small" 1355 0
"3547" 3547 219 "s14" "26:35:44" "Numerical" "Crisp" "Small" 2232 0
"3548" 3548 220 "s14" "36:45:54" "Verbal" "Vague" "Big" 1308 0
"3549" 3549 221 "s14" "6:15:24" "Numerical" "Crisp" "Big" 8820 0
"3550" 3550 222 "s14" "16:25:34" "Verbal" "Vague" "Big" 1355 0
"3551" 3551 223 "s14" "26:35:44" "Verbal" "Vague" "Small" 2118 0
"3552" 3552 224 "s14" "36:45:54" "Verbal" "Vague" "Small" 1665 0
"3553" 3553 225 "s14" "6:15:24" "Verbal" "Crisp" "Big" 1250 0
"3554" 3554 226 "s14" "16:25:34" "Verbal" "Vague" "Small" 3943 0
"3555" 3555 227 "s14" "26:35:44" "Verbal" "Vague" "Big" 1310 0
"3556" 3556 228 "s14" "36:45:54" "Verbal" "Vague" "Small" 3943 0
"3557" 3557 229 "s14" "6:15:24" "Numerical" "Vague" "Big" 1584 1
"3558" 3558 230 "s14" "16:25:34" "Verbal" "Vague" "Big" 1046 0
"3559" 3559 231 "s14" "26:35:44" "Numerical" "Crisp" "Small" 12749 0
"3560" 3560 232 "s14" "36:45:54" "Numerical" "Crisp" "Big" 1096 0
"3561" 3561 233 "s14" "6:15:24" "Verbal" "Vague" "Small" 2911 0
"3562" 3562 234 "s14" "16:25:34" "Verbal" "Crisp" "Big" 1138 0
"3563" 3563 235 "s14" "26:35:44" "Numerical" "Crisp" "Big" 2424 0
"3564" 3564 236 "s14" "36:45:54" "Verbal" "Crisp" "Small" 1955 0
"3565" 3565 237 "s14" "6:15:24" "Verbal" "Vague" "Small" 1055 0
"3566" 3566 238 "s14" "16:25:34" "Verbal" "Vague" "Small" 1831 0
"3567" 3567 239 "s14" "26:35:44" "Numerical" "Vague" "Big" 3073 0
"3568" 3568 240 "s14" "36:45:54" "Numerical" "Vague" "Small" 2106 1
"3569" 3569 241 "s14" "6:15:24" "Numerical" "Vague" "Small" 2594 0
"3570" 3570 242 "s14" "16:25:34" "Numerical" "Crisp" "Big" 3863 0
"3571" 3571 243 "s14" "26:35:44" "Numerical" "Vague" "Small" 18744 0
"3572" 3572 244 "s14" "36:45:54" "Verbal" "Crisp" "Small" 1422 0
"3573" 3573 245 "s14" "6:15:24" "Numerical" "Crisp" "Small" 742 0
"3574" 3574 246 "s14" "16:25:34" "Numerical" "Vague" "Big" 1837 1
"3575" 3575 247 "s14" "26:35:44" "Numerical" "Crisp" "Big" 1951 0
"3576" 3576 248 "s14" "36:45:54" "Verbal" "Crisp" "Big" 1256 0
"3577" 3577 249 "s14" "6:15:24" "Numerical" "Crisp" "Big" 1576 0
"3578" 3578 250 "s14" "16:25:34" "Verbal" "Crisp" "Small" 925 0
"3579" 3579 251 "s14" "26:35:44" "Verbal" "Vague" "Small" 1595 0
"3580" 3580 252 "s14" "36:45:54" "Numerical" "Crisp" "Big" 1479 0
"3581" 3581 253 "s14" "6:15:24" "Numerical" "Vague" "Small" 1633 0
"3582" 3582 254 "s14" "16:25:34" "Numerical" "Vague" "Small" 11850 0
"3583" 3583 255 "s14" "26:35:44" "Verbal" "Crisp" "Big" 1104 0
"3584" 3584 256 "s14" "36:45:54" "Numerical" "Vague" "Big" 1230 0
"3585" 3585 1 "s15" "6:15:24" "Numerical" "Vague" "Small" 4327 1
"3586" 3586 2 "s15" "16:25:34" "Numerical" "Crisp" "Big" 4061 0
"3587" 3587 3 "s15" "26:35:44" "Numerical" "Vague" "Small" 8429 1
"3588" 3588 4 "s15" "36:45:54" "Numerical" "Crisp" "Small" 9552 1
"3589" 3589 5 "s15" "6:15:24" "Verbal" "Crisp" "Small" 2741 0
"3590" 3590 6 "s15" "16:25:34" "Verbal" "Crisp" "Big" 3306 0
"3591" 3591 7 "s15" "26:35:44" "Verbal" "Vague" "Big" 3868 0
"3592" 3592 8 "s15" "36:45:54" "Numerical" "Crisp" "Small" 8162 1
"3593" 3593 9 "s15" "6:15:24" "Verbal" "Crisp" "Small" 2443 0
"3594" 3594 10 "s15" "16:25:34" "Numerical" "Vague" "Small" 2775 1
"3595" 3595 11 "s15" "26:35:44" "Verbal" "Vague" "Big" 6047 0
"3596" 3596 12 "s15" "36:45:54" "Numerical" "Crisp" "Big" 3183 0
"3597" 3597 13 "s15" "6:15:24" "Verbal" "Vague" "Big" 2060 0
"3598" 3598 14 "s15" "16:25:34" "Numerical" "Vague" "Big" 3566 0
"3599" 3599 15 "s15" "26:35:44" "Numerical" "Crisp" "Big" 5098 0
"3600" 3600 16 "s15" "36:45:54" "Numerical" "Crisp" "Big" 5352 0
"3601" 3601 17 "s15" "6:15:24" "Numerical" "Vague" "Big" 2034 0
"3602" 3602 18 "s15" "16:25:34" "Numerical" "Crisp" "Big" 1718 0
"3603" 3603 19 "s15" "26:35:44" "Numerical" "Crisp" "Small" 10785 1
"3604" 3604 20 "s15" "36:45:54" "Verbal" "Vague" "Small" 4160 0
"3605" 3605 21 "s15" "6:15:24" "Numerical" "Crisp" "Small" 3708 0
"3606" 3606 22 "s15" "16:25:34" "Verbal" "Vague" "Big" 6427 0
"3607" 3607 23 "s15" "26:35:44" "Verbal" "Vague" "Small" 4198 0
"3608" 3608 24 "s15" "36:45:54" "Verbal" "Vague" "Small" 5814 0
"3609" 3609 25 "s15" "6:15:24" "Numerical" "Vague" "Big" 1734 0
"3610" 3610 26 "s15" "16:25:34" "Verbal" "Vague" "Big" 1 0
"3611" 3611 27 "s15" "26:35:44" "Verbal" "Crisp" "Small" 6773 0
"3612" 3612 28 "s15" "36:45:54" "Numerical" "Vague" "Big" 3214 0
"3613" 3613 29 "s15" "6:15:24" "Verbal" "Vague" "Small" 2986 0
"3614" 3614 30 "s15" "16:25:34" "Numerical" "Crisp" "Small" 2519 0
"3615" 3615 31 "s15" "26:35:44" "Verbal" "Crisp" "Small" 3113 0
"3616" 3616 32 "s15" "36:45:54" "Verbal" "Crisp" "Small" 2408 0
"3617" 3617 33 "s15" "6:15:24" "Verbal" "Crisp" "Big" 2597 0
"3618" 3618 34 "s15" "16:25:34" "Verbal" "Vague" "Small" 2875 0
"3619" 3619 35 "s15" "26:35:44" "Numerical" "Vague" "Big" 2282 0
"3620" 3620 36 "s15" "36:45:54" "Numerical" "Vague" "Small" 3260 0
"3621" 3621 37 "s15" "6:15:24" "Verbal" "Vague" "Big" 2187 0
"3622" 3622 38 "s15" "16:25:34" "Numerical" "Vague" "Small" 6844 0
"3623" 3623 39 "s15" "26:35:44" "Numerical" "Crisp" "Small" 2610 0
"3624" 3624 40 "s15" "36:45:54" "Verbal" "Crisp" "Big" 4329 0
"3625" 3625 41 "s15" "6:15:24" "Numerical" "Crisp" "Big" 1744 0
"3626" 3626 42 "s15" "16:25:34" "Verbal" "Crisp" "Small" 3263 0
"3627" 3627 43 "s15" "26:35:44" "Numerical" "Vague" "Big" 1082 0
"3628" 3628 44 "s15" "36:45:54" "Verbal" "Crisp" "Big" 2765 0
"3629" 3629 45 "s15" "6:15:24" "Verbal" "Crisp" "Big" 2820 0
"3630" 3630 46 "s15" "16:25:34" "Numerical" "Crisp" "Small" 4991 1
"3631" 3631 47 "s15" "26:35:44" "Verbal" "Crisp" "Big" 3124 0
"3632" 3632 48 "s15" "36:45:54" "Numerical" "Vague" "Small" 2971 0
"3633" 3633 49 "s15" "6:15:24" "Numerical" "Vague" "Small" 3884 1
"3634" 3634 50 "s15" "16:25:34" "Verbal" "Crisp" "Big" 3054 0
"3635" 3635 51 "s15" "26:35:44" "Numerical" "Crisp" "Big" 3450 0
"3636" 3636 52 "s15" "36:45:54" "Verbal" "Vague" "Big" 2671 0
"3637" 3637 53 "s15" "6:15:24" "Verbal" "Vague" "Small" 3753 0
"3638" 3638 54 "s15" "16:25:34" "Verbal" "Vague" "Small" 1751 0
"3639" 3639 55 "s15" "26:35:44" "Numerical" "Vague" "Small" 2977 1
"3640" 3640 56 "s15" "36:45:54" "Verbal" "Vague" "Big" 4800 0
"3641" 3641 57 "s15" "6:15:24" "Numerical" "Crisp" "Big" 2242 0
"3642" 3642 58 "s15" "16:25:34" "Verbal" "Crisp" "Small" 2156 0
"3643" 3643 59 "s15" "26:35:44" "Verbal" "Vague" "Small" 3485 0
"3644" 3644 60 "s15" "36:45:54" "Numerical" "Vague" "Big" 9102 1
"3645" 3645 61 "s15" "6:15:24" "Numerical" "Crisp" "Small" 1724 0
"3646" 3646 62 "s15" "16:25:34" "Numerical" "Vague" "Big" 5776 0
"3647" 3647 63 "s15" "26:35:44" "Verbal" "Crisp" "Big" 4595 0
"3648" 3648 64 "s15" "36:45:54" "Verbal" "Crisp" "Small" 6830 0
"3649" 3649 65 "s15" "6:15:24" "Numerical" "Vague" "Big" 1711 0
"3650" 3650 66 "s15" "16:25:34" "Numerical" "Vague" "Small" 4955 0
"3651" 3651 67 "s15" "26:35:44" "Verbal" "Crisp" "Big" 3044 0
"3652" 3652 68 "s15" "36:45:54" "Numerical" "Vague" "Small" 2166 0
"3653" 3653 69 "s15" "6:15:24" "Verbal" "Crisp" "Small" 2017 0
"3654" 3654 70 "s15" "16:25:34" "Verbal" "Crisp" "Big" 3697 0
"3655" 3655 71 "s15" "26:35:44" "Verbal" "Crisp" "Small" 1933 0
"3656" 3656 72 "s15" "36:45:54" "Verbal" "Crisp" "Big" 1906 0
"3657" 3657 73 "s15" "6:15:24" "Numerical" "Vague" "Small" 2312 1
"3658" 3658 74 "s15" "16:25:34" "Numerical" "Crisp" "Big" 1677 0
"3659" 3659 75 "s15" "26:35:44" "Numerical" "Vague" "Small" 9631 1
"3660" 3660 76 "s15" "36:45:54" "Verbal" "Crisp" "Small" 1643 0
"3661" 3661 77 "s15" "6:15:24" "Numerical" "Vague" "Big" 2223 1
"3662" 3662 78 "s15" "16:25:34" "Verbal" "Vague" "Big" 2869 0
"3663" 3663 79 "s15" "26:35:44" "Numerical" "Vague" "Big" 2385 0
"3664" 3664 80 "s15" "36:45:54" "Verbal" "Vague" "Big" 5298 0
"3665" 3665 81 "s15" "6:15:24" "Verbal" "Vague" "Small" 2485 0
"3666" 3666 82 "s15" "16:25:34" "Numerical" "Crisp" "Small" 10822 0
"3667" 3667 83 "s15" "26:35:44" "Verbal" "Vague" "Small" 7073 0
"3668" 3668 84 "s15" "36:45:54" "Numerical" "Crisp" "Small" 12624 1
"3669" 3669 85 "s15" "6:15:24" "Verbal" "Vague" "Big" 2706 0
"3670" 3670 86 "s15" "16:25:34" "Numerical" "Vague" "Big" 1496 0
"3671" 3671 87 "s15" "26:35:44" "Verbal" "Vague" "Big" 2435 0
