Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	Instruction_RT	RESPONSE	RT
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	29	1465	LEFT	675
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	29	1586	MIDDLE	823
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	29	1729	MIDDLE	849
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	29	1291	RIGHT	674
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	29	1706	RIGHT	947
2	2	1	1	16	25	34	'Choose a square with 16 dots'	29	1352	MIDDLE	775
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	29	1571	MIDDLE	976
4	2	2	1	54	45	36	'Choose a square with 36 dots'	29	1164	MIDDLE	1185
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	29	1798	RIGHT	548
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	29	1872	MIDDLE	1507
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	29	2340	RIGHT	801
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	29	1377	RIGHT	519
1	2	1	1	6	15	24	'Choose a square with 6 dots'	29	1149	LEFT	586
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	29	2819	MIDDLE	732
3	2	2	1	44	35	26	'Choose a square with 26 dots'	29	1121	MIDDLE	871
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	29	1704	MIDDLE	1065
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	29	1092	RIGHT	1506
2	2	1	2	16	25	34	'Choose a square with 34 dots'	29	2059	RIGHT	1095
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	29	1711	MIDDLE	880
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	29	984	RIGHT	1004
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	29	1543	MIDDLE	1799
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	29	4325	RIGHT	606
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	29	1225	LEFT	659
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	29	1723	LEFT	691
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	29	3359	RIGHT	956
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	29	1864	LEFT	580
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	29	1247	RIGHT	617
4	2	2	1	54	45	36	'Choose a square with 36 dots'	29	1019	MIDDLE	1925
1	2	1	1	6	15	24	'Choose a square with 6 dots'	29	1199	LEFT	506
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	29	2848	RIGHT	543
3	2	1	2	26	35	44	'Choose a square with 44 dots'	29	1780	MIDDLE	844
4	2	1	2	36	45	54	'Choose a square with 54 dots'	29	843	RIGHT	971
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	29	953	RIGHT	1805
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	29	1868	RIGHT	487
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	29	1270	MIDDLE	894
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	29	1229	LEFT	759
1	2	1	2	6	15	24	'Choose a square with 24 dots'	29	852	RIGHT	684
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	29	1507	MIDDLE	940
3	2	2	1	44	35	26	'Choose a square with 26 dots'	29	1097	RIGHT	1097
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	29	1337	RIGHT	935
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	29	4357	LEFT	590
2	2	1	1	16	25	34	'Choose a square with 16 dots'	29	1704	LEFT	826
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	29	1491	RIGHT	771
4	2	1	1	36	45	54	'Choose a square with 36 dots'	29	1655	MIDDLE	1019
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	29	1104	LEFT	861
2	2	2	2	34	25	16	'Choose a square with 34 dots'	29	1420	MIDDLE	960
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	29	1301	RIGHT	637
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	29	2278	LEFT	1338
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	29	1674	RIGHT	963
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	29	8288	LEFT	770
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	29	3007	LEFT	640
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	29	1353	RIGHT	1215
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	29	1226	LEFT	629
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	29	2136	RIGHT	704
3	2	1	1	26	35	44	'Choose a square with 26 dots'	29	1390	MIDDLE	828
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	29	3334	LEFT	642
1	2	2	2	24	15	6	'Choose a square with 24 dots'	29	1082	LEFT	939
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	29	1241	RIGHT	555
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	29	1782	LEFT	1102
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	29	1965	LEFT	1285
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	29	1590	RIGHT	907
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	29	6554	LEFT	859
3	2	2	2	44	35	26	'Choose a square with 44 dots'	29	2051	LEFT	1231
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	29	10058	RIGHT	571
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	29	1791	LEFT	469
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	29	2534	RIGHT	584
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	29	2082	LEFT	829
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	29	1175	MIDDLE	716
1	2	2	1	24	15	6	'Choose a square with 6 dots'	29	969	RIGHT	669
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	29	1920	MIDDLE	774
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	29	1738	RIGHT	561
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	29	1765	LEFT	492
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	29	1058	MIDDLE	803
2	2	2	1	34	25	16	'Choose a square with 16 dots'	29	957	MIDDLE	658
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	29	994	LEFT	1029
4	2	2	2	54	45	36	'Choose a square with 54 dots'	29	1376	LEFT	796
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	29	1976	RIGHT	486
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	29	1910	LEFT	1046
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	29	1793	MIDDLE	1053
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	29	1151	RIGHT	590
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	29	1703	MIDDLE	1248
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	29	3546	LEFT	544
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	29	5972	MIDDLE	850
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	29	1995	LEFT	642
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	29	1619	RIGHT	550
2	2	1	2	16	25	34	'Choose a square with 34 dots'	29	1066	MIDDLE	1138
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	29	1289	MIDDLE	826
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	29	1611	RIGHT	535
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	3	7575	LEFT	1524
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	3	3172	LEFT	1384
3	2	1	2	26	35	44	'Choose a square with 44 dots'	3	1990	RIGHT	1364
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	3	2442	LEFT	2002
1	2	2	1	24	15	6	'Choose a square with 6 dots'	3	2256	RIGHT	1188
2	2	2	1	34	25	16	'Choose a square with 16 dots'	3	1457	RIGHT	2955
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	3	2367	LEFT	2536
4	2	2	2	54	45	36	'Choose a square with 54 dots'	3	1483	LEFT	2421
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	3	2277	LEFT	2162
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	3	3796	LEFT	1744
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	3	2161	LEFT	1009
4	2	2	1	54	45	36	'Choose a square with 36 dots'	3	1276	RIGHT	8165
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	3	1443	MIDDLE	4613
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	3	2093	RIGHT	1665
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	3	1620	LEFT	1560
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	3	2681	RIGHT	1437
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	3	1553	RIGHT	1439
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	3	1690	LEFT	957
3	2	2	1	44	35	26	'Choose a square with 26 dots'	3	1017	RIGHT	8412
4	2	1	1	36	45	54	'Choose a square with 36 dots'	3	1034	MIDDLE	2283
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	3	1793	LEFT	2990
2	2	2	2	34	25	16	'Choose a square with 34 dots'	3	1873	LEFT	5220
3	2	2	2	44	35	26	'Choose a square with 44 dots'	3	854	LEFT	998
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	3	1746	LEFT	1930
1	2	1	1	6	15	24	'Choose a square with 6 dots'	3	2076	LEFT	1295
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	3	1952	LEFT	1736
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	3	1376	RIGHT	4918
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	3	1474	RIGHT	1020
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	3	1703	RIGHT	977
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	3	1197	LEFT	8192
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	3	1765	MIDDLE	3876
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	3	2591	LEFT	2744
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	3	3260	LEFT	1527
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	3	1253	MIDDLE	3567
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	3	1893	RIGHT	959
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	3	1364	RIGHT	1450
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	3	4021	RIGHT	1002
2	2	1	1	16	25	34	'Choose a square with 16 dots'	3	1278	LEFT	3590
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	3	1948	MIDDLE	5500
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	3	1492	RIGHT	1173
1	2	2	2	24	15	6	'Choose a square with 24 dots'	3	1011	LEFT	828
2	2	1	2	16	25	34	'Choose a square with 34 dots'	3	1014	RIGHT	984
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	3	1765	RIGHT	2084
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	3	1371	MIDDLE	1224
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	3	1050	LEFT	1227
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	3	686	RIGHT	1093
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	3	2253	RIGHT	1242
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	3	2668	LEFT	1122
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	3	2322	RIGHT	660
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	3	1796	RIGHT	698
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	3	2088	RIGHT	963
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	3	2136	LEFT	2387
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	3	1003	LEFT	3557
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	3	1595	RIGHT	744
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	3	1189	LEFT	2065
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	3	1934	RIGHT	746
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	3	1651	RIGHT	791
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	3	1274	RIGHT	1195
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	3	1072	MIDDLE	2136
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	3	1155	LEFT	864
1	2	1	2	6	15	24	'Choose a square with 24 dots'	3	1064	RIGHT	722
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	3	1718	LEFT	662
3	2	1	1	26	35	44	'Choose a square with 26 dots'	3	919	LEFT	5446
4	2	1	2	36	45	54	'Choose a square with 54 dots'	3	902	RIGHT	6485
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	3	3749	LEFT	812
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	3	1158	LEFT	763
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	3	999	MIDDLE	1418
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	3	1184	LEFT	636
1	2	2	1	24	15	6	'Choose a square with 6 dots'	3	868	RIGHT	700
2	2	2	2	34	25	16	'Choose a square with 34 dots'	3	650	LEFT	882
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	3	1890	MIDDLE	1653
4	2	2	1	54	45	36	'Choose a square with 36 dots'	3	1017	MIDDLE	2073
1	2	1	2	6	15	24	'Choose a square with 24 dots'	3	1046	RIGHT	703
2	2	1	1	16	25	34	'Choose a square with 16 dots'	3	789	LEFT	2024
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	3	1430	RIGHT	1121
4	2	2	2	54	45	36	'Choose a square with 54 dots'	3	746	LEFT	629
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	3	966	RIGHT	4900
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	3	1311	LEFT	823
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	3	1177	LEFT	822
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	3	1960	MIDDLE	1135
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	3	1640	LEFT	1035
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	3	2317	RIGHT	671
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	3	1704	MIDDLE	7344
4	2	1	1	36	45	54	'Choose a square with 36 dots'	3	988	MIDDLE	1223
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	3	1210	RIGHT	926
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	3	1284	LEFT	4238
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	3	2866	LEFT	1889
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	3	1212	RIGHT	1191
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	3	996	RIGHT	5110
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	3	1125	RIGHT	1979
3	2	2	1	44	35	26	'Choose a square with 26 dots'	3	610	RIGHT	1955
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	3	9892	RIGHT	714
1	2	1	1	6	15	24	'Choose a square with 6 dots'	3	930	LEFT	590
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	3	1529	LEFT	832
3	2	1	1	26	35	44	'Choose a square with 26 dots'	3	868	MIDDLE	1523
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	3	1365	LEFT	770
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	3	909	MIDDLE	3748
2	2	1	2	16	25	34	'Choose a square with 34 dots'	3	915	RIGHT	1505
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	3	1881	RIGHT	605
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	3	1223	LEFT	1137
1	2	2	2	24	15	6	'Choose a square with 24 dots'	3	712	LEFT	694
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	3	1900	MIDDLE	11318
3	2	2	2	44	35	26	'Choose a square with 44 dots'	3	801	LEFT	724
4	2	1	2	36	45	54	'Choose a square with 54 dots'	3	849	RIGHT	633
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	3	1250	RIGHT	613
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	3	886	RIGHT	662
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	3	1405	MIDDLE	1066
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	3	1466	LEFT	660
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	3	884	RIGHT	739
2	2	2	1	34	25	16	'Choose a square with 16 dots'	3	824	RIGHT	1451
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	3	1613	LEFT	450
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	3	890	LEFT	1090
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	3	2873	LEFT	903
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	3	1446	MIDDLE	1171
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	3	1583	RIGHT	1757
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	3	1957	MIDDLE	1381
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	3	1170	LEFT	527
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	3	1779	LEFT	770
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	3	2622	LEFT	878
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	3	1222	MIDDLE	1713
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	3	1442	LEFT	541
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	3	1481	RIGHT	1547
3	2	1	2	26	35	44	'Choose a square with 44 dots'	3	954	RIGHT	1359
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	3	1292	RIGHT	1565
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	3	1715	MIDDLE	1053
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	3	1574	RIGHT	989
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	3	1048	RIGHT	706
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	3	2344	RIGHT	1450
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	3	1301	RIGHT	525
2	2	1	2	16	25	34	'Choose a square with 34 dots'	3	778	RIGHT	805
3	2	1	1	26	35	44	'Choose a square with 26 dots'	3	791	MIDDLE	1403
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	3	1655	MIDDLE	1498
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	3	802	MIDDLE	2293
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	3	1417	RIGHT	600
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	3	1151	RIGHT	1949
4	2	2	2	54	45	36	'Choose a square with 54 dots'	3	742	LEFT	754
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	3	1367	LEFT	780
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	3	1200	LEFT	1044
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	3	781	LEFT	704
4	2	2	1	54	45	36	'Choose a square with 36 dots'	3	936	MIDDLE	1292
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	3	1805	LEFT	892
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	3	1219	RIGHT	709
3	2	2	1	44	35	26	'Choose a square with 26 dots'	3	1234	MIDDLE	1413
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	3	1475	LEFT	571
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	3	1103	MIDDLE	741
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	3	1403	MIDDLE	1326
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	3	1366	RIGHT	1036
4	2	1	1	36	45	54	'Choose a square with 36 dots'	3	1383	LEFT	1013
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	3	1743	LEFT	631
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	3	1169	RIGHT	1492
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	3	1471	RIGHT	1344
4	2	1	2	36	45	54	'Choose a square with 54 dots'	3	1064	RIGHT	864
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	3	1260	MIDDLE	1211
2	2	1	1	16	25	34	'Choose a square with 16 dots'	3	1038	LEFT	1367
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	3	1478	RIGHT	553
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	3	2332	LEFT	1199
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	3	1123	MIDDLE	10489
2	2	2	2	34	25	16	'Choose a square with 34 dots'	3	819	LEFT	843
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	3	957	RIGHT	1506
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	3	941	LEFT	1289
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	3	1674	RIGHT	556
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	3	1713	LEFT	490
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	3	1233	LEFT	579
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	3	1455	LEFT	831
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	3	1665	RIGHT	973
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	3	969	LEFT	1437
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	3	809	LEFT	650
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	3	1027	RIGHT	2444
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	3	1517	LEFT	604
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	3	966	RIGHT	554
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	3	1286	LEFT	639
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	3	857	LEFT	768
1	2	1	2	6	15	24	'Choose a square with 24 dots'	3	708	RIGHT	609
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	3	843	MIDDLE	1563
3	2	1	2	26	35	44	'Choose a square with 44 dots'	3	802	RIGHT	1061
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	3	1422	RIGHT	554
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	3	1094	MIDDLE	1126
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	3	1060	LEFT	612
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	3	1206	RIGHT	537
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	3	1358	RIGHT	2035
1	2	2	2	24	15	6	'Choose a square with 24 dots'	3	1226	LEFT	619
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	3	837	RIGHT	3558
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	3	1749	LEFT	702
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	3	1763	LEFT	474
1	2	2	1	24	15	6	'Choose a square with 6 dots'	3	1097	RIGHT	576
2	2	2	1	34	25	16	'Choose a square with 16 dots'	3	867	MIDDLE	1844
3	2	2	2	44	35	26	'Choose a square with 44 dots'	3	807	LEFT	1226
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	3	902	RIGHT	580
1	2	1	1	6	15	24	'Choose a square with 6 dots'	3	1328	LEFT	686
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	3	1413	RIGHT	489
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	3	1007	MIDDLE	1170
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	3	856	RIGHT	737
1	2	2	2	24	15	6	'Choose a square with 24 dots'	30	6921	LEFT	468
2	2	1	1	16	25	34	'Choose a square with 16 dots'	30	2171	LEFT	812
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	30	1134	RIGHT	580
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	30	1183	RIGHT	571
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	30	1959	LEFT	375
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	30	1473	LEFT	626
3	2	1	2	26	35	44	'Choose a square with 44 dots'	30	1523	RIGHT	611
4	2	2	1	54	45	36	'Choose a square with 36 dots'	30	1660	MIDDLE	432
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	30	1079	RIGHT	781
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	30	1771	MIDDLE	738
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	30	1231	LEFT	441
4	2	2	2	54	45	36	'Choose a square with 54 dots'	30	1051	LEFT	554
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	30	846	RIGHT	479
2	2	2	2	34	25	16	'Choose a square with 34 dots'	30	1893	LEFT	399
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	30	1202	RIGHT	551
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	30	928	LEFT	478
1	2	2	1	24	15	6	'Choose a square with 6 dots'	30	860	RIGHT	492
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	30	3026	RIGHT	499
3	2	2	2	44	35	26	'Choose a square with 44 dots'	30	1210	MIDDLE	596
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	30	822	RIGHT	1056
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	30	1594	RIGHT	1231
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	30	2634	RIGHT	497
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	30	2111	MIDDLE	481
4	2	1	2	36	45	54	'Choose a square with 54 dots'	30	1359	RIGHT	597
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	30	1087	LEFT	391
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	30	2096	MIDDLE	644
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	30	1900	LEFT	582
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	30	4538	RIGHT	435
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	30	915	RIGHT	410
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	30	2074	MIDDLE	766
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	30	1265	RIGHT	875
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	30	1251	RIGHT	1413
1	2	1	2	6	15	24	'Choose a square with 24 dots'	30	3802	RIGHT	559
2	2	2	1	34	25	16	'Choose a square with 16 dots'	30	955	RIGHT	598
3	2	1	1	26	35	44	'Choose a square with 26 dots'	30	672	MIDDLE	847
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	30	944	RIGHT	804
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	30	983	MIDDLE	963
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	30	2976	MIDDLE	747
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	30	1056	LEFT	576
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	30	1043	LEFT	621
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	30	1151	LEFT	620
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	30	1223	LEFT	720
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	30	1070	RIGHT	566
4	2	1	1	36	45	54	'Choose a square with 36 dots'	30	2954	MIDDLE	478
